	0	0.50	40.74
	1	1.50	58.87
	2	2.50	63.73
	3	3.50	68.00
	4	4.50	69.08
	5	5.50	65.99
	6	6.50	61.90
	7	7.50	58.19
	8	8.50	53.24
	9	9.50	48.84
	10	10.50	46.27
	11	11.50	44.71
	12	12.50	41.22
	13	13.50	36.66
	14	14.50	32.36
	15	15.50	29.19
	16	16.50	25.73
	17	17.50	22.33
	18	18.50	19.51
	19	19.50	16.56
	20	20.50	13.50
	21	21.50	10.78
	22	22.50	8.38
	23	23.50	6.38
	24	24.50	4.92
	25	25.50	3.41
	26	26.50	2.09
	27	27.50	1.32
	28	28.50	0.99
	29	29.50	0.77
	30	30.50	0.63
	31	31.50	0.50
	32	32.50	0.38
	33	33.50	0.23
	34	34.50	0.07
	35	35.50	0.00
	36	36.50	0.00
	37	37.50	0.00
	38	38.50	0.00
	39	39.50	0.00
	40	40.50	0.00
	41	41.50	0.00
	42	42.50	0.00
	43	43.50	0.00
	44	44.50	0.00
	45	45.50	0.00
	46	46.50	0.00
	47	47.50	0.00
	48	48.50	0.11
	49	49.50	0.62
	50	50.50	1.69
	51	51.50	3.30
	52	52.50	5.63
	53	53.50	9.42
	54	54.50	15.72
	55	55.50	25.39
	56	56.50	38.44
	57	57.50	54.92
	58	58.50	74.48
	59	59.50	95.72
	60	60.50	116.47
	61	61.50	134.61
	62	62.50	147.99
	63	63.50	155.62
	64	64.50	157.84
	65	65.50	155.39
	66	66.50	148.02
	67	67.50	135.19
	68	68.50	118.10
	69	69.50	99.70
	70	70.50	81.33
	71	71.50	64.07
	72	72.50	49.51
	73	73.50	38.32
	74	74.50	29.42
	75	75.50	22.23
	76	76.50	16.54
	77	77.50	12.26
	78	78.50	9.14
	79	79.50	6.97
	80	80.50	5.49
	81	81.50	4.53
	82	82.50	3.78
	83	83.50	3.11
	84	84.50	2.52
	85	85.50	2.05
	86	86.50	1.74
	87	87.50	1.56
	88	88.50	1.47
	89	89.50	1.35
	90	90.50	1.10
	91	91.50	0.76
	92	92.50	0.45
	93	93.50	0.21
	94	94.50	0.05
	95	95.50	0.00
	96	96.50	0.00
	97	97.50	0.00
	98	98.50	0.00
	99	99.50	0.00
