	0	0.50	46.67
	1	1.50	66.53
	2	2.50	71.10
	3	3.50	80.00
	4	4.50	93.73
	5	5.50	108.01
	6	6.50	122.29
	7	7.50	132.59
	8	8.50	138.81
	9	9.50	144.60
	10	10.50	151.39
	11	11.50	156.80
	12	12.50	163.44
	13	13.50	171.00
	14	14.50	177.41
	15	15.50	182.11
	16	16.50	185.79
	17	17.50	187.75
	18	18.50	188.95
	19	19.50	189.92
	20	20.50	190.90
	21	21.50	191.77
	22	22.50	192.21
	23	23.50	192.23
	24	24.50	192.98
	25	25.50	194.38
	26	26.50	196.38
	27	27.50	198.59
	28	28.50	200.28
	29	29.50	201.11
	30	30.50	201.51
	31	31.50	202.08
	32	32.50	202.55
	33	33.50	202.68
	34	34.50	202.26
	35	35.50	201.68
	36	36.50	200.83
	37	37.50	200.09
	38	38.50	199.54
	39	39.50	198.80
	40	40.50	197.06
	41	41.50	192.79
	42	42.50	184.45
	43	43.50	171.44
	44	44.50	152.91
	45	45.50	129.20
	46	46.50	103.51
	47	47.50	78.47
	48	48.50	55.86
	49	49.50	38.06
	50	50.50	25.85
	51	51.50	17.58
	52	52.50	11.93
	53	53.50	8.20
	54	54.50	5.68
	55	55.50	3.87
	56	56.50	2.58
	57	57.50	1.68
	58	58.50	0.99
	59	59.50	0.50
	60	60.50	0.18
	61	61.50	0.04
	62	62.50	0.00
	63	63.50	0.00
	64	64.50	0.00
	65	65.50	0.00
	66	66.50	0.00
	67	67.50	0.00
	68	68.50	0.00
	69	69.50	0.00
	70	70.50	0.00
	71	71.50	0.00
	72	72.50	0.00
	73	73.50	0.00
	74	74.50	0.10
	75	75.50	1.00
	76	76.50	3.29
	77	77.50	7.00
	78	78.50	12.15
	79	79.50	18.61
	80	80.50	25.62
	81	81.50	32.84
	82	82.50	39.78
	83	83.50	45.63
	84	84.50	49.85
	85	85.50	52.53
	86	86.50	53.41
	87	87.50	51.96
	88	88.50	48.36
	89	89.50	43.43
	90	90.50	37.51
	91	91.50	31.25
	92	92.50	25.81
	93	93.50	21.14
	94	94.50	17.36
	95	95.50	14.50
	96	96.50	11.93
	97	97.50	9.54
	98	98.50	7.84
	99	99.50	5.07
