	0	0.50	0.00
	1	1.50	0.00
	2	2.50	0.00
	3	3.50	0.01
	4	4.50	0.03
	5	5.50	0.11
	6	6.50	0.20
	7	7.50	0.22
	8	8.50	0.22
	9	9.50	0.29
	10	10.50	0.25
	11	11.50	0.10
	12	12.50	0.00
	13	13.50	0.00
	14	14.50	0.00
	15	15.50	0.00
	16	16.50	0.00
	17	17.50	0.00
	18	18.50	0.00
	19	19.50	0.08
	20	20.50	0.18
	21	21.50	0.29
	22	22.50	0.41
	23	23.50	0.60
	24	24.50	0.84
	25	25.50	1.12
	26	26.50	1.46
	27	27.50	1.92
	28	28.50	2.37
	29	29.50	2.79
	30	30.50	3.32
	31	31.50	4.09
	32	32.50	5.16
	33	33.50	6.44
	34	34.50	7.89
	35	35.50	9.76
	36	36.50	12.03
	37	37.50	14.66
	38	38.50	17.92
	39	39.50	22.20
	40	40.50	27.28
	41	41.50	33.08
	42	42.50	39.54
	43	43.50	46.78
	44	44.50	54.44
	45	45.50	61.68
	46	46.50	68.39
	47	47.50	75.03
	48	48.50	81.32
	49	49.50	86.82
	50	50.50	91.28
	51	51.50	94.00
	52	52.50	95.45
	53	53.50	96.25
	54	54.50	96.17
	55	55.50	94.47
	56	56.50	91.29
	57	57.50	86.49
	58	58.50	80.27
	59	59.50	72.82
	60	60.50	64.60
	61	61.50	56.06
	62	62.50	47.50
	63	63.50	39.26
	64	64.50	31.57
	65	65.50	24.81
	66	66.50	19.32
	67	67.50	15.13
	68	68.50	11.85
	69	69.50	9.24
	70	70.50	7.28
	71	71.50	5.69
	72	72.50	4.39
	73	73.50	3.29
	74	74.50	2.45
	75	75.50	1.89
	76	76.50	1.50
	77	77.50	1.08
	78	78.50	0.75
	79	79.50	0.54
	80	80.50	0.32
	81	81.50	0.10
	82	82.50	0.00
	83	83.50	0.00
	84	84.50	0.00
	85	85.50	0.00
	86	86.50	0.03
	87	87.50	0.08
	88	88.50	0.17
	89	89.50	0.32
	90	90.50	0.45
	91	91.50	0.48
	92	92.50	0.49
	93	93.50	0.46
	94	94.50	0.30
	95	95.50	0.10
	96	96.50	0.00
	97	97.50	0.00
	98	98.50	0.00
	99	99.50	0.00
