	0	0.50	0.00
	1	1.50	0.00
	2	2.50	0.00
	3	3.50	0.00
	4	4.50	0.00
	5	5.50	0.00
	6	6.50	0.00
	7	7.50	0.00
	8	8.50	0.00
	9	9.50	0.00
	10	10.50	0.00
	11	11.50	0.00
	12	12.50	0.00
	13	13.50	0.02
	14	14.50	0.21
	15	15.50	0.64
	16	16.50	1.39
	17	17.50	2.40
	18	18.50	3.68
	19	19.50	5.30
	20	20.50	7.44
	21	21.50	10.27
	22	22.50	13.88
	23	23.50	18.50
	24	24.50	24.75
	25	25.50	33.31
	26	26.50	45.09
	27	27.50	61.05
	28	28.50	80.36
	29	29.50	100.08
	30	30.50	116.69
	31	31.50	126.93
	32	32.50	129.17
	33	33.50	124.42
	34	34.50	115.39
	35	35.50	105.06
	36	36.50	95.77
	37	37.50	88.43
	38	38.50	83.61
	39	39.50	81.27
	40	40.50	80.24
	41	41.50	78.54
	42	42.50	75.48
	43	43.50	70.85
	44	44.50	64.70
	45	45.50	57.54
	46	46.50	50.76
	47	47.50	45.39
	48	48.50	41.79
	49	49.50	39.28
	50	50.50	36.79
	51	51.50	33.47
	52	52.50	29.40
	53	53.50	25.36
	54	54.50	22.29
	55	55.50	20.84
	56	56.50	21.44
	57	57.50	23.57
	58	58.50	26.12
	59	59.50	28.32
	60	60.50	29.84
	61	61.50	30.80
	62	62.50	31.66
	63	63.50	32.66
	64	64.50	33.88
	65	65.50	34.87
	66	66.50	35.31
	67	67.50	35.34
	68	68.50	35.20
	69	69.50	34.54
	70	70.50	33.28
	71	71.50	31.53
	72	72.50	28.91
	73	73.50	25.13
	74	74.50	20.68
	75	75.50	16.21
	76	76.50	12.04
	77	77.50	8.77
	78	78.50	7.00
	79	79.50	6.52
	80	80.50	7.00
	81	81.50	8.09
	82	82.50	9.24
	83	83.50	9.94
	84	84.50	10.06
	85	85.50	9.37
	86	86.50	7.89
	87	87.50	6.05
	88	88.50	4.17
	89	89.50	2.47
	90	90.50	1.31
	91	91.50	0.75
	92	92.50	0.44
	93	93.50	0.31
	94	94.50	0.34
	95	95.50	0.30
	96	96.50	0.12
	97	97.50	0.01
	98	98.50	0.00
	99	99.50	0.00
