	0	0.50	0.00
	1	1.50	0.00
	2	2.50	0.00
	3	3.50	0.00
	4	4.50	0.00
	5	5.50	0.00
	6	6.50	0.19
	7	7.50	0.92
	8	8.50	2.11
	9	9.50	3.56
	10	10.50	5.51
	11	11.50	8.61
	12	12.50	12.82
	13	13.50	18.05
	14	14.50	24.42
	15	15.50	31.98
	16	16.50	40.42
	17	17.50	49.62
	18	18.50	58.34
	19	19.50	66.16
	20	20.50	73.51
	21	21.50	80.55
	22	22.50	87.09
	23	23.50	93.26
	24	24.50	98.53
	25	25.50	102.64
	26	26.50	106.64
	27	27.50	110.45
	28	28.50	113.41
	29	29.50	115.20
	30	30.50	116.08
	31	31.50	115.17
	32	32.50	112.64
	33	33.50	108.03
	34	34.50	101.10
	35	35.50	91.43
	36	36.50	79.22
	37	37.50	65.08
	38	38.50	50.92
	39	39.50	37.92
	40	40.50	27.00
	41	41.50	18.79
	42	42.50	13.04
	43	43.50	9.16
	44	44.50	6.57
	45	45.50	4.84
	46	46.50	3.66
	47	47.50	2.80
	48	48.50	2.12
	49	49.50	1.63
	50	50.50	1.22
	51	51.50	0.85
	52	52.50	0.69
	53	53.50	0.71
	54	54.50	0.65
	55	55.50	0.38
	56	56.50	0.13
	57	57.50	0.04
	58	58.50	0.02
	59	59.50	0.00
	60	60.50	0.00
	61	61.50	0.06
	62	62.50	0.43
	63	63.50	1.31
	64	64.50	2.95
	65	65.50	5.62
	66	66.50	9.48
	67	67.50	14.72
	68	68.50	21.86
	69	69.50	30.54
	70	70.50	39.62
	71	71.50	48.53
	72	72.50	57.14
	73	73.50	64.88
	74	74.50	71.29
	75	75.50	75.99
	76	76.50	78.81
	77	77.50	79.43
	78	78.50	77.76
	79	79.50	74.13
	80	80.50	69.19
	81	81.50	63.21
	82	82.50	56.53
	83	83.50	49.99
	84	84.50	44.01
	85	85.50	38.53
	86	86.50	33.25
	87	87.50	28.49
	88	88.50	24.15
	89	89.50	20.22
	90	90.50	16.76
	91	91.50	13.85
	92	92.50	11.05
	93	93.50	8.38
	94	94.50	5.75
	95	95.50	2.96
	96	96.50	0.80
	97	97.50	0.00
	98	98.50	0.02
	99	99.50	0.04
